<6536330.1075855630988.JavaMail.evans@thyme> ,Re
<13913719.1075855650053.JavaMail.evans@thyme> ,eSource Presents Lexis-Nexis Training 
<27879766.1075855649312.JavaMail.evans@thyme> ,"(01-157) Exchange Early Contract Closing Schedule for May 25, 2001 "
<17043107.1075855648628.JavaMail.evans@thyme> ,Sivy on Stocks
<11056781.1075855652474.JavaMail.evans@thyme> ,EnTouch Newsletter 
<22478894.1075855626334.JavaMail.evans@thyme> ,Deferral Enrollment 2001 
<30022978.1075855651450.JavaMail.evans@thyme> ,Sivy on Stocks
<10982787.1075855653654.JavaMail.evans@thyme> ,Expedia.com Flight Purchase Confirmation 
<10814894.1075855630750.JavaMail.evans@thyme> , 
<23933829.1075855651106.JavaMail.evans@thyme> ,opec basket of crude as a hot link 
<11844367.1075855652090.JavaMail.evans@thyme> ,2- SURVEY/INFORMATION EMAIL 5-03-01 
<29729778.1075855628125.JavaMail.evans@thyme> ,Latest Enron Business Issue Up & Running 
<22246673.1075855623459.JavaMail.evans@thyme> ,Sivy on Stocks
<4516732.1075855630017.JavaMail.evans@thyme> ,Gas Weather Financial Option Mtg. 
<26635915.1075855654259.JavaMail.evans@thyme> ,"=?ANSI_X3.4-1968?Q?Mind=01,s_Eye_Madness_-_April_24th_-_27th?= "
<28064042.1075855625458.JavaMail.evans@thyme> ,See Jeff Skilling's CNBC interview on IPTV 
<24769435.1075855628838.JavaMail.evans@thyme> ,RateShopper update 
<15622227.1075855626901.JavaMail.evans@thyme> ,"$198 Coast-To-Coast, Caribbean $328, Turkey Fares From $59, More "
<27772534.1075855627548.JavaMail.evans@thyme> ,Real Deals from Travelocity.com 
<18913185.1075855628988.JavaMail.evans@thyme> ,"Turkey/Santa Fares For USA, Europe, Canada, Australia & New Zealand "
<11663198.1075855652864.JavaMail.evans@thyme> ,"15% off flights to Mexico, and more room to relax! "
<31491779.1075855625229.JavaMail.evans@thyme> ,Final 2 Days
<23341468.1075855651038.JavaMail.evans@thyme> ,"RAC VaR Meeting - Friday, May 4th "
<6611742.1075855630169.JavaMail.evans@thyme> , 
<4779954.1075855653681.JavaMail.evans@thyme> ,Jared's Happy Hour 
<16330127.1075855650729.JavaMail.evans@thyme> ,daily charts and matrices as hot links 5/7 
<3446851.1075855629952.JavaMail.evans@thyme> ,Re
<4134340.1075855623524.JavaMail.evans@thyme> ,eSource presents eSearch 
<27340300.1075855653940.JavaMail.evans@thyme> ,Enron In Action 04.23.01 
<19802941.1075855628626.JavaMail.evans@thyme> ,METS PRESS RELEASE 
<32896231.1075855627026.JavaMail.evans@thyme> ,ONEPASS MEMBER CO.O.L. TRAVEL SPECIALS FOR peter keavey 
<17414651.1075855653162.JavaMail.evans@thyme> ,"""Laser-Focused Business"" with Mind's Eye Madness "
<5836231.1075855625633.JavaMail.evans@thyme> ,Weekend Outage Report for 12-01-00 through 12-04-00 
<1231517.1075855625093.JavaMail.evans@thyme> ,Holiday Raffle in Enron Lobby 
<13583540.1075855627427.JavaMail.evans@thyme> ,Real Deals from Travelocity.com 
<33221144.1075855629283.JavaMail.evans@thyme> ,Credit Watch List--11/13/00 
<30822315.1075855630232.JavaMail.evans@thyme> ,Re
<11401411.1075855653833.JavaMail.evans@thyme> ,eThink About It
<27483513.1075855652408.JavaMail.evans@thyme> ,crude & products spreads and heat & gas cracks as hot links 4/27 
<25435557.1075855628495.JavaMail.evans@thyme> ,Year End 2000 Feedback Deadline 
<24628214.1075855653397.JavaMail.evans@thyme> ,nat gas strips as hot links 4/24 
<13488616.1075855630534.JavaMail.evans@thyme> ,EOL upgrades 
<8892095.1075855651331.JavaMail.evans@thyme> ,daily charts and matrices as hot links 5/3 
<5606923.1075855651218.JavaMail.evans@thyme> ,ALL daily charts and matrices as hot links 5/4 
<28723777.1075855652157.JavaMail.evans@thyme> ,Introducing the 2nd Issue of the New Enron Business! 
<19280110.1075855626720.JavaMail.evans@thyme> ,Sivy on Stocks
<8558614.1075855648932.JavaMail.evans@thyme> ,Corrected Organization Announcement 
<3688516.1075855650314.JavaMail.evans@thyme> ,"$258 rt europe, $87 rt canada, $58 rt usa "
<19889126.1075855649037.JavaMail.evans@thyme> ,option candlesticks 5/15 
<1566711.1075855630771.JavaMail.evans@thyme> , 
<20641018.1075855648362.JavaMail.evans@thyme> ,crude & product spreads and heat & gas cracks as hot links 5/17 
<21152062.1075855649334.JavaMail.evans@thyme> ,option candlesticks as a hot link 5/14 
<9444520.1075855650173.JavaMail.evans@thyme> ,option candlesticks 
<14183862.1075855650541.JavaMail.evans@thyme> ,eSource Presents Free Investext Training 
<20160219.1075855654309.JavaMail.evans@thyme> ,eSource Presents Dow Jones Interactive Training 
<1314811.1075855628922.JavaMail.evans@thyme> ,Reorganization of Houston and Omaha Facilities Management 
<14689561.1075855651622.JavaMail.evans@thyme> ,ONEPASS MEMBER CO.O.L. TRAVEL SPECIALS FOR peter keavey 
<13007131.1075855652978.JavaMail.evans@thyme> ,crude & product spreads and heat & gas cracks as hot links 4/25 
<19899406.1075855652795.JavaMail.evans@thyme> ,"Super Hotel Bargains throughout the U.S., Europe, Canada, the "
<14444198.1075855625415.JavaMail.evans@thyme> ,Sivy on Stocks
<29730872.1075855651873.JavaMail.evans@thyme> ,$254 rt europe; $174 rt or less usa; central america & mexico 
<23110364.1075855651015.JavaMail.evans@thyme> ,(01-150) Amendments to NYMEX End of Week Post-Close Trading Session 
<26577950.1075855622988.JavaMail.evans@thyme> ,Sivy on Stocks
<22426660.1075855654396.JavaMail.evans@thyme> ,ALL daily charts and matrices as hot links 4/19 
<7819458.1075855626079.JavaMail.evans@thyme> ,ONEPASS MEMBER CO.O.L. TRAVEL SPECIALS FOR peter keavey 
<19330055.1075855628170.JavaMail.evans@thyme> , 
<8601651.1075855653216.JavaMail.evans@thyme> ,Remember Mom or Grad with a gift of WSJ.com. 
<4447968.1075855630362.JavaMail.evans@thyme> ,Brittney (sp?) 
<24807150.1075855624328.JavaMail.evans@thyme> ,TDS production availibility on Sunday 12/10/2000 
<21064223.1075855629756.JavaMail.evans@thyme> ,North Bound Access to I-45 Closed 
<28466435.1075855651518.JavaMail.evans@thyme> ,crude & products spreads and heat & gas cracks as hot links 5/2 
<13275401.1075855653575.JavaMail.evans@thyme> ,Please forward this to your groups. 
<23279885.1075855629516.JavaMail.evans@thyme> ,FW
<1962198.1075855624624.JavaMail.evans@thyme> ,DEFERRAL PROGRAM ENROLLMENT DEADLINE IS FRIDAY 
<8131964.1075855630685.JavaMail.evans@thyme> ,Finally the truth comes out... 
<18019782.1075855628104.JavaMail.evans@thyme> ,Winner of XMS Drawing for Continental Airlines Tickets 
<18415805.1075855626400.JavaMail.evans@thyme> ,Amazon.com Delivers History 
<20275435.1075855648675.JavaMail.evans@thyme> ,philly hockey 
<3119585.1075855649853.JavaMail.evans@thyme> ,03AUG HOUSTON TO NEW YORK= TICKETED 
<6694887.1075855649578.JavaMail.evans@thyme> ,Real Deals from Travelocity.com 
<28583417.1075855648560.JavaMail.evans@thyme> ,crude options open interest 5/17 
<25281963.1075855650520.JavaMail.evans@thyme> ,eSource Presents Free Piranha Web Training 
<10520465.1075855630945.JavaMail.evans@thyme> ,W2 
<28017277.1075855648604.JavaMail.evans@thyme> ,"Hotel Room Specials throughout the U.S., Europe, Canada, the "
<29840501.1075855650476.JavaMail.evans@thyme> ,From $25
<4957518.1075855649080.JavaMail.evans@thyme> ,daily charts and matrices as hot links 5/15 
<21594471.1075855630902.JavaMail.evans@thyme> ,Travelocity.com fare watcher update 
<32446101.1075855631011.JavaMail.evans@thyme> ,eol products 
<30120190.1075855649290.JavaMail.evans@thyme> ,crude & product spreads and heat & gas cracks as hot links 5/14 
<6998405.1075855650030.JavaMail.evans@thyme> ,Change of address - Venezuela Office 
<8131152.1075855654237.JavaMail.evans@thyme> ,daily charts and matrices as hot links 4/20 
<32496579.1075855629996.JavaMail.evans@thyme> ,tds 
<2813790.1075855623481.JavaMail.evans@thyme> ,Re
<14489208.1075855626876.JavaMail.evans@thyme> , 
<23625290.1075855628864.JavaMail.evans@thyme> ,ONEPASS MEMBER CO.O.L. TRAVEL SPECIALS FOR peter keavey 
<30880851.1075855625437.JavaMail.evans@thyme> ,SUPPLEMENTAL Weekend Outage Report for 12-01-00 through 12-04-00 
<15515151.1075855652841.JavaMail.evans@thyme> ,Sivy on Stocks
<28289982.1075855625369.JavaMail.evans@thyme> ,Hurry! Free Shipping Ends December 10th 
<19213019.1075855628962.JavaMail.evans@thyme> ,New Book! 
<30841590.1075855627681.JavaMail.evans@thyme> ,Windows 2000 Applications Testing 
<7381434.1075855653702.JavaMail.evans@thyme> ,option candlesticks 
<15188346.1075855651063.JavaMail.evans@thyme> ,baby gift 
<24834785.1075855630190.JavaMail.evans@thyme> ,Re
<13427260.1075855626376.JavaMail.evans@thyme> ,New games available - free! 
<12654194.1075855652451.JavaMail.evans@thyme> ,daily charts and matrices as hot links 4/27 
<4659084.1075855651473.JavaMail.evans@thyme> ,Travelocity.com fare watcher update 
<21978409.1075855651085.JavaMail.evans@thyme> ,crude & product spreads and heat & gas cracks as hot links 5/4 
<32331248.1075855630728.JavaMail.evans@thyme> , 
<3919696.1075855653630.JavaMail.evans@thyme> ,Re
<23387475.1075855652111.JavaMail.evans@thyme> ,crude & product spreads and heat & gas cracks as hot links 4/30 
<9340570.1075855628149.JavaMail.evans@thyme> ,Weekend Outage for 11-17-00 through 11-20-00 
<30926093.1075855648807.JavaMail.evans@thyme> ,daily charts and matrices as hot links 5/16 
<18418002.1075855649897.JavaMail.evans@thyme> ,crude & product spreads and heat & gas cracks as hot links 
<28822342.1075855649530.JavaMail.evans@thyme> ,eThink About It
<6221553.1075855648432.JavaMail.evans@thyme> ,opec basket of crude 
<11284338.1075855648410.JavaMail.evans@thyme> ,(01-168) Revised Implementation Date for New NYMEX Rule 9.11A 
<18291815.1075855650221.JavaMail.evans@thyme> ,(01-156) NYMEX Post-Close Trading Session Rules 
<16127430.1075855650683.JavaMail.evans@thyme> ,"New extended $174 rt fare sale thru Oct. 26, '01 "
<16892247.1075855651672.JavaMail.evans@thyme> ,Real Deals from Travelocity.com 
<2339880.1075855653117.JavaMail.evans@thyme> ,DRAFT- TAP Power Outage 
<32404514.1075855625677.JavaMail.evans@thyme> ,daily and baseload faxes and e-mails 
<6305353.1075855652636.JavaMail.evans@thyme> ,crude & product spreads and heat & gas cracks as hot links 4/26 
<26299074.1075855629362.JavaMail.evans@thyme> ,Year End 2000 Performance Feedback 
<12815815.1075855651828.JavaMail.evans@thyme> ,ALL daily charts and matrices as hot links 5/1 
<28596862.1075855653879.JavaMail.evans@thyme> ,EnTouch Newsletter 
<27014212.1075855650798.JavaMail.evans@thyme> ,The Insider from Travelocity.com 
<33299877.1075855625833.JavaMail.evans@thyme> ,Travelocity.com fare watcher update 
<16557820.1075855628450.JavaMail.evans@thyme> ,Open Enrollment 2001 Deadline Extension 
<4820394.1075855623034.JavaMail.evans@thyme> ,You knew it'd come to this.... 
<333927.1075855654440.JavaMail.evans@thyme> ,Enron Announcement 
<16164887.1075855623994.JavaMail.evans@thyme> ,The Insider from Travelocity.com 
<24120740.1075855630491.JavaMail.evans@thyme> ,Re
<25902166.1075855629801.JavaMail.evans@thyme> ,benefits issue 
<13062818.1075855653354.JavaMail.evans@thyme> ,ALL daily charts and matrices as hot links 4/24 
<22309876.1075855629450.JavaMail.evans@thyme> ,PEP Deadline 
<17029884.1075855651266.JavaMail.evans@thyme> ,The Insider from Travelocity.com 
<9434503.1075855630556.JavaMail.evans@thyme> ,Re
<10940971.1075855624911.JavaMail.evans@thyme> ,SPECIAL FILTERS FOR EAST DESK 
<32487301.1075855653419.JavaMail.evans@thyme> ,daily charts and matrices as hot links 4/24 
<2795896.1075855627970.JavaMail.evans@thyme> ,Enron In Action 11.20.00 
<31837387.1075855626653.JavaMail.evans@thyme> ,Implementation of the Gas Message Board Application 
<18777050.1075863687674.JavaMail.evans@thyme> ,vacation 
<6237305.1075855628200.JavaMail.evans@thyme> ,TDS RELEASE - T O N I G H T - Thursday 11/16 
<9146229.1075855626048.JavaMail.evans@thyme> ,EOL is 1 yr old today 
<7955896.1075855654417.JavaMail.evans@thyme> ,daily charts and matrices as hot links 4/19 
<29543137.1075855622938.JavaMail.evans@thyme> ,Amazon.com Delivers History
<25779490.1075855629702.JavaMail.evans@thyme> ,Ameriflash Newsletter 
<22737331.1075855651496.JavaMail.evans@thyme> ,Wine & Dine
<19952906.1075855624351.JavaMail.evans@thyme> ,Weekend Outage Report for 12-8-00 through 12-11-00 
<9553305.1075855630341.JavaMail.evans@thyme> ,EOL 
<26283851.1075855653195.JavaMail.evans@thyme> ,Travelocity.com fare watcher update 
<6718000.1075855630707.JavaMail.evans@thyme> ,Re: 
<26397254.1075855624603.JavaMail.evans@thyme> ,gas daily faxes and e-mails 
<20355771.1075855629537.JavaMail.evans@thyme> ,"Ship Free, Shop Early "
<16257372.1075855653599.JavaMail.evans@thyme> ,Administrative Assistants' Week 
<8355849.1075855626422.JavaMail.evans@thyme> ,RateShopper update 
<15864909.1075855628082.JavaMail.evans@thyme> ,December Course Offerings 
<159160.1075855654331.JavaMail.evans@thyme> ,option candlesticks 
<17483817.1075855650563.JavaMail.evans@thyme> ,Organization Announcement 
<31942069.1075855652953.JavaMail.evans@thyme> ,Wine & Dine
<20661398.1075855628886.JavaMail.evans@thyme> ,Deferral Enrollment 2001 
<24635141.1075855651595.JavaMail.evans@thyme> ,daily charts and matrices as hot links 5/2 
<27730316.1075855651895.JavaMail.evans@thyme> ,March of Dimes Raffle Update 
<12309072.1075855652818.JavaMail.evans@thyme> ,"Fordham University Alumni Community Service Day - April 28, 2001 "
<3436759.1075855625391.JavaMail.evans@thyme> ,eThink About It 
<13183972.1075855650991.JavaMail.evans@thyme> ,RAC VaR Meeting - Change 
<24763545.1075855650498.JavaMail.evans@thyme> ,daily charts as hotlinks 5/9/2001 
<19168360.1075855630966.JavaMail.evans@thyme> , 
<22876596.1075855648653.JavaMail.evans@thyme> ,Plan your summer vacation NOW
<18853627.1075855649876.JavaMail.evans@thyme> ,SUPPLEMENTAL Weekend Outage Report for 5-11-01 through 5-14-01 
<25323443.1075855649552.JavaMail.evans@thyme> ,Remote control your air-conditioner and heater 
<2698878.1075855648581.JavaMail.evans@thyme> ,daily charts and matrices as hot links 5/17 
<5095708.1075855652429.JavaMail.evans@thyme> ,ALL daily charts and matrices as hot links 427 
<11947219.1075855628517.JavaMail.evans@thyme> ,Anonymous Reporting Facilities 
<4939760.1075855651310.JavaMail.evans@thyme> ,crude & products spreads and heat & gas cracks as hot links 5/3 
<26198295.1075855630513.JavaMail.evans@thyme> ,eol 
<135227.1075855653376.JavaMail.evans@thyme> ,nat gas spreads as hot links 4/24 
<14710899.1075855651240.JavaMail.evans@thyme> ,daily charts and matrices as hot links 5/4 
<5660672.1075855626744.JavaMail.evans@thyme> ,Fare Tracker
<16692079.1075855652133.JavaMail.evans@thyme> ,daily charts and matrices as hot links 4/30 
<14046525.1075855654078.JavaMail.evans@thyme> ,SUPPLEMENTAL Weekend Outage Report for 4-20-01 through 4-23-01 
<13188832.1075855623502.JavaMail.evans@thyme> ,Double Transaction Calendar Spread Swap 
<18752904.1075855650751.JavaMail.evans@thyme> ,Enron to Kick Off National Employee Health and Fitness Week with 
<16283030.1075855629973.JavaMail.evans@thyme> ,Re
<582004.1075855653138.JavaMail.evans@thyme> ,Online Auction benefiting March of Dimes 
<9936291.1075855625656.JavaMail.evans@thyme> ,Re
<10594629.1075855627219.JavaMail.evans@thyme> ,Special Happy Thanksgiving! Miami on Sale from $79.95 Plus Super 
<7202394.1075855628565.JavaMail.evans@thyme> ,Ameriflash Newsletter 
<2033956.1075855629306.JavaMail.evans@thyme> ,Conflict of Interest Policy Mailing to Vendors 
<7285875.1075855627403.JavaMail.evans@thyme> ,28Dec Houston to New York ---------- ITIN. ONLY 
<6702175.1075855625045.JavaMail.evans@thyme> ,Pulse Survey Memo from the Office of the Chairman 
<20364527.1075855653812.JavaMail.evans@thyme> ,Topping-Out Ceremony Today 
<14667797.1075855630211.JavaMail.evans@thyme> ,Re
<2526699.1075855649015.JavaMail.evans@thyme> ,crude & product spreads and heat & gas cracks as hot links 5/15 
<23147127.1075855650266.JavaMail.evans@thyme> ,See Jim Cramer's Personal Portfolio 
<25048656.1075855630793.JavaMail.evans@thyme> , 
<23727108.1075855648340.JavaMail.evans@thyme> ,Final 7 days
<21592757.1075855650196.JavaMail.evans@thyme> ,(01-154) Implementation of New NYMEX Rule 9.11A (Give-Up Trades) 
<27064621.1075855649355.JavaMail.evans@thyme> ,nat gas strips as hot links 5/14 
<16698865.1075855648831.JavaMail.evans@thyme> ,EGM Organization Update & Announcement 
<6215932.1075855649984.JavaMail.evans@thyme> ,daily charts and matrices as hot links 5/11 
<18858766.1075855630814.JavaMail.evans@thyme> ,gas daily index 
<25834287.1075855648993.JavaMail.evans@thyme> ,New investment tools at American Century 
<30338245.1075855650359.JavaMail.evans@thyme> ,Hotel Bargains
<27198921.1075855650128.JavaMail.evans@thyme> ,Weekend Outage Report for 5-11-01 through 5-14-01 
<11207267.1075855649377.JavaMail.evans@thyme> ,03AUG HOUSTON TO NEW YORK= TICKETED 
<8184883.1075855648314.JavaMail.evans@thyme> ,Weekend Outage Report for 5-18-01 through 5-21-01 
<660578.1075855625524.JavaMail.evans@thyme> ,10% off the legendary luxury of Legend Airlines 
<7210780.1075855651763.JavaMail.evans@thyme> ,crude & product spreads and heat & gas cracks as hot links 5/1 
<12072234.1075855628736.JavaMail.evans@thyme> ,FW
<24123998.1075855627241.JavaMail.evans@thyme> ,RateShopper update 
<24519028.1075855654117.JavaMail.evans@thyme> ,FW
<1482098.1075855623747.JavaMail.evans@thyme> ,Credit Watch List--12/11/00 
<19602718.1075855629909.JavaMail.evans@thyme> ,Re
<13159851.1075855653790.JavaMail.evans@thyme> ,Enron Announcement 
<5959263.1075855630276.JavaMail.evans@thyme> ,Chicago options 
<28749396.1075855627381.JavaMail.evans@thyme> ,26Dec Houston to New York ------------ITIN. ONLY --- Anne Moisan 
<31756120.1075855629218.JavaMail.evans@thyme> ,Sivy on Stocks
